method,query_idx,query_name,status,skip_reason,module_weight,original_top1_name,reranked_top1_name,changed,original_norm_l2,reranked_norm_l2,original_acc_at_0_1,reranked_acc_at_0_1,original_recall,reranked_recall,original_cosine,reranked_cosine,original_module,reranked_module,module_consensus_score,rerank_score,original_similarity,reranked_similarity,topk_names,topk_scores,metric_impl
TRR,650,UK Garage Neon,ok,,0.15,Contemporary Jazz Velvet,Contemporary Jazz Velvet,False,0.18748319222225218,0.18748319222225218,0.6818181818181818,0.6818181818181818,0.5,0.5,0.9108881044102174,0.9108881044102174,0.8333333333333334,0.8333333333333334,1.0,1.0630716469,0.9130716468789606,0.9130716468789606,"[""Contemporary Jazz Velvet"", ""Memphis Soul Motown"", ""Dream Pop Sparkle"", ""Hyperpop Glitch Synth"", ""Hyperpop Glitch Wave""]","[0.9130716468789606, 0.8892709894442723, 0.8882057436234887, 0.8780220097179448, 0.8709210595730908]",oracle_free_active_module_consensus
TRR,1074,Acoustic Sim Natural,ok,,0.15,Acoustic Sim,Acoustic Sim,False,0.07371519873099056,0.07371519873099056,0.9230769230769231,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.9813604789154974,0.9813604789154974,1.0,1.0,1.0,1.15,1.0000000000000002,1.0000000000000002,"[""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass"", ""Acoustic Sim - Natural Body Edit""]","[1.0000000000000002, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002]",oracle_free_active_module_consensus
TRR,27,Wah-Wah Rock,ok,,0.15,Shimmer Reverb,Lo-Fi Hip Hop,True,0.2123111044254808,0.19242243529326558,0.7222222222222222,0.7777777777777778,0.5217391304347826,0.6363636363636364,0.8078508869969147,0.8343092316076971,0.3333333333333333,0.3333333333333333,1.0,1.1128000659,0.9937628898733539,0.9628000659317111,"[""Shimmer Reverb"", ""Lo-Fi Hip Hop"", ""Lo-Fi Hip Hop Chill"", ""Lo-Fi Hip Hop - Alt Take"", ""Lo-Fi Hip Hop - Studio Mix""]","[0.9937628898733539, 0.9628000659317111, 0.9628000659317111, 0.9628000659317111, 0.9628000659317111]",oracle_free_active_module_consensus
TRR,75,Breakbeat Hardcore,ok,,0.15,Gabber Hardcore,Gabber Hardcore,False,0.004219205007311154,0.004219205007311154,1.0,1.0,1.0,1.0,0.9999489494032038,0.9999489494032038,1.0,1.0,0.7619291568,0.9219144425,0.8076250690002146,0.8076250690002146,"[""Gabber Hardcore"", ""VHS Glitch"", ""Film Noir Jazz"", ""Jazz Fusion Complex"", ""Zeuhl Avant""]","[0.8076250690002146, 0.7777944741729155, 0.7764958951145576, 0.75432318468841, 0.7418207497620061]",oracle_free_active_module_consensus
TRR,696,Granular Texture Prism,ok,,0.15,Granular Texture Void,Granular Texture Void,False,0.14164491279527094,0.14164491279527094,0.8205128205128205,0.8205128205128205,0.75,0.75,0.9672859583098545,0.9672859583098545,1.0,1.0,1.0,1.0346487296,0.8846487295816045,0.8846487295816045,"[""Granular Texture Void"", ""Dark Ambient Drone Static"", ""Microtonal Fusion Drift"", ""Prepared Guitar Prism"", ""Spectral Freeze Echo""]","[0.8846487295816045, 0.8253530936710978, 0.7961605828564056, 0.78031215832871, 0.7627620735866822]",oracle_free_active_module_consensus
TRR,616,Drum and Bass Wave,ok,,0.15,Afrobeat Guitar Mystic,Afrobeat Guitar Mystic,False,0.1704516639783805,0.1704516639783805,0.7045454545454546,0.7045454545454546,0.5357142857142857,0.5357142857142857,0.9238784060262221,0.9238784060262221,0.8333333333333334,0.8333333333333334,1.0,1.0593274452,0.9093274452106097,0.9093274452106097,"[""Afrobeat Guitar Mystic"", ""Afrobeat Guitar Heritage"", ""Latin Jazz Improv"", ""Synth Pop Hazy"", ""Country Rock Twang Pickin""]","[0.9093274452106097, 0.8574659527480217, 0.78152476064231, 0.7713191568579021, 0.7558822575698577]",oracle_free_active_module_consensus
TRR,547,Latin Rock Fusion Sahara,ok,,0.15,Latin Jazz Improv,Latin Jazz Improv,False,0.054119064039426644,0.054119064039426644,0.9230769230769231,0.9230769230769231,0.875,0.875,0.989696153625742,0.989696153625742,1.0,1.0,1.0,0.9886571279,0.8386571278714111,0.8386571278714111,"[""Latin Jazz Improv"", ""Free Jazz Avantgarde Nocturne"", ""Drum and Bass Cyber"", ""Dubstep Wobble Beat"", ""Afrobeat Guitar Sunset""]","[0.8386571278714111, 0.8277695458327188, 0.8065477336287741, 0.8038740894249925, 0.798070875670823]",oracle_free_active_module_consensus
TRR,649,UK Garage Pulse,ok,,0.15,Contemporary Jazz Crescendo,Contemporary Jazz Crescendo,False,0.20334314807627696,0.20334314807627696,0.7272727272727273,0.7272727272727273,0.5714285714285714,0.5714285714285714,0.8967255775712678,0.8967255775712678,0.8333333333333334,0.8333333333333334,0.8804010464,0.8713223943,0.739262237374237,0.739262237374237,"[""Contemporary Jazz Crescendo"", ""Afrobeat Guitar Moonrise"", ""Power Pop Sparkle"", ""Mathcore Dissonant Wrath"", ""Bossa Nova Acoustic Sahara""]","[0.739262237374237, 0.7254751571191637, 0.7230623061027125, 0.7204527523798822, 0.7060906354807212]",oracle_free_active_module_consensus
TRR,587,Future Bass Pluck Cyber,ok,,0.15,Hyperpop Glitch Wave,Contemporary Jazz Velvet,True,0.07207327250882792,0.1677761083690317,0.9230769230769231,0.6363636363636364,0.8928571428571429,0.42857142857142855,0.9875952962543002,0.9277376840029042,1.0,0.8333333333333334,0.8813927423,0.9029720957,0.7792000157530536,0.7707631843338694,"[""Hyperpop Glitch Wave"", ""Contemporary Jazz Velvet"", ""Synth Pop Glimmer"", ""Trap Metal Bass"", ""Nu Metal 7-String Doom""]","[0.7792000157530536, 0.7707631843338694, 0.7663532864163047, 0.7630846320579876, 0.7587138106887961]",oracle_free_active_module_consensus
TRR,836,Smooth Jazz Lead Nocturne,ok,,0.15,Lo-Fi Bedroom Pop Sparkle,Lo-Fi Bedroom Pop Sparkle,False,0.058808445993534825,0.058808445993534825,0.8461538461538461,0.8461538461538461,0.75,0.75,0.9876497795669835,0.9876497795669835,1.0,1.0,1.0,0.9970368318,0.8470368317803357,0.8470368317803357,"[""Lo-Fi Bedroom Pop Sparkle"", ""Latin Rock Fusion Tropical"", ""Philadelphia Soul Philly"", ""Indian Classical Sitar Heritage"", ""Free Jazz Avantgarde Velvet""]","[0.8470368317803357, 0.8188399940688601, 0.8108866015737881, 0.8056338981883446, 0.7942186285463222]",oracle_free_active_module_consensus
TRR,46,Telephone EQ,ok,,0.15,Reverse Psychedelic,Reverse Psychedelic,False,0.609288196981931,0.609288196981931,0.48717948717948717,0.48717948717948717,0.34615384615384615,0.34615384615384615,0.4265805939181022,0.4265805939181022,1.0,1.0,1.0,1.1428347672,0.992834767187732,0.992834767187732,"[""Reverse Psychedelic"", ""Reverse Psychedelic Delay"", ""Reverse Psychedelic - Alt Take"", ""Reverse Psychedelic - Studio Mix"", ""Reverse Psychedelic - Session Pass""]","[0.992834767187732, 0.992834767187732, 0.992834767187732, 0.992834767187732, 0.992834767187732]",oracle_free_active_module_consensus
TRR,224,Skweee Synth,ok,,0.15,Indie Folk Fingerstyle,Indie Folk Fingerstyle,False,0.25355629663059265,0.25355629663059265,0.6833333333333333,0.6833333333333333,0.5,0.5,0.7755079581041741,0.7755079581041741,0.3333333333333333,0.3333333333333333,1.0,0.956958823,0.8069588229741899,0.8069588229741899,"[""Indie Folk Fingerstyle"", ""Impressionist Piano"", ""Stadium Anthem"", ""Neofolk Acoustic"", ""Tango Dramatic""]","[0.8069588229741899, 0.7953107060949686, 0.7822479858579172, 0.7795331004970097, 0.7644166448588717]",oracle_free_active_module_consensus
TRR,714,Overtone Drone Echo,ok,,0.15,Contemporary Jazz Vibe,Contemporary Jazz Vibe,False,0.3553498032905949,0.3553498032905949,0.5961538461538461,0.5961538461538461,0.4642857142857143,0.4642857142857143,0.6559961955029906,0.6559961955029906,0.5714285714285714,0.5714285714285714,0.7664104408,0.9904256253,0.8754640591663296,0.8754640591663296,"[""Contemporary Jazz Vibe"", ""Dark Ambient Drone Static"", ""Reverse Ambient Flux"", ""Dark Ambient Drone Glitch"", ""Mathcore Dissonant Venom""]","[0.8754640591663296, 0.8097609166195513, 0.795131369796954, 0.7766271075103005, 0.7764337986767984]",oracle_free_active_module_consensus
TRR,875,Latin Jazz Velvet,ok,,0.15,Acid Jazz Funk Groove,Acid Jazz Funk Groove,False,0.06633057543108781,0.06633057543108781,0.8717948717948718,0.8717948717948718,0.7916666666666666,0.7916666666666666,0.987557392720779,0.987557392720779,1.0,1.0,0.8852826089,0.9883343213,0.8555419299821991,0.8555419299821991,"[""Acid Jazz Funk Groove"", ""Bluegrass Flatpick Twang"", ""Gypsy Jazz Manouche Nocturne"", ""Deathcore Breakdown Chaos"", ""K-Pop Shimmer Voyage""]","[0.8555419299821991, 0.8403020949295744, 0.7686120355102901, 0.7609393926372283, 0.7545035950566399]",oracle_free_active_module_consensus
TRR,149,J-Rock Power,ok,,0.15,Space Ambient,Space Ambient,False,0.2389601947213897,0.2389601947213897,0.6222222222222222,0.6222222222222222,0.5588235294117647,0.5588235294117647,0.8728677489353112,0.8728677489353112,0.8888888888888888,0.8888888888888888,1.0,0.967198259,0.8171982589652017,0.8171982589652017,"[""Space Ambient"", ""Phonk Memphis"", ""Piano Ballad"", ""Russian Synthpop"", ""Scottish Bagpipe Rock""]","[0.8171982589652017, 0.7882761826100677, 0.78199111962002, 0.7781861856247629, 0.7763584440390274]",oracle_free_active_module_consensus
TRR,801,Funeral Doom Fury,ok,,0.15,K-Pop Shimmer Mystic,K-Pop Shimmer Mystic,False,0.26817450964402595,0.26817450964402595,0.7592592592592593,0.7592592592592593,0.75,0.75,0.7375289073935059,0.7375289073935059,0.3333333333333333,0.3333333333333333,0.7647840513,1.0146989165,0.8999813088454909,0.8999813088454909,"[""K-Pop Shimmer Mystic"", ""Britpop Shimmer"", ""Drum and Bass Beat"", ""Power Metal Epic Rage"", ""Power Metal Epic Mayhem""]","[0.8999813088454909, 0.8935529679822819, 0.8594730786068678, 0.8558017857833059, 0.8548805743803134]",oracle_free_active_module_consensus
TRR,103,Drone Metal,ok,,0.15,Paisley Underground,Paisley Underground,False,0.23714427790293988,0.23714427790293988,0.6,0.6,0.5483870967741935,0.5483870967741935,0.8744829218932636,0.8744829218932636,0.8888888888888888,0.8888888888888888,0.8691047465,0.9470309707,0.8166652587131795,0.8166652587131795,"[""Paisley Underground"", ""Ocean Waves Ambient"", ""Bubblegum Pop"", ""Technical Death Metal"", ""Icelandic Ambient""]","[0.8166652587131795, 0.7614228216512098, 0.7559003222148265, 0.7508399662723344, 0.7339108087468426]",oracle_free_active_module_consensus
TRR,63,Art Rock Theatrical,ok,,0.15,Psychedelic Folk,Psychedelic Folk,False,0.24197486021725276,0.24197486021725276,0.631578947368421,0.631578947368421,0.4444444444444444,0.4444444444444444,0.7892203073172864,0.7892203073172864,0.4444444444444444,0.4444444444444444,1.0,0.949834375,0.7998343750476095,0.7998343750476095,"[""Psychedelic Folk"", ""Creole Zydeco"", ""Motorcycle Rock"", ""Appalachian Folk"", ""Ragtime Piano""]","[0.7998343750476095, 0.7934917288712491, 0.7856352623991754, 0.7844348609704581, 0.7787920006593294]",oracle_free_active_module_consensus
TRR,835,Smooth Jazz Lead Velvet,ok,,0.15,Middle Eastern Sahara,Middle Eastern Sahara,False,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9312014276,0.7812014275896365,0.7812014275896365,"[""Middle Eastern Sahara"", ""Middle Eastern Tropical"", ""Deep House Cyber"", ""Lo-Fi Bedroom Pop Dream"", ""Bluegrass Flatpick Twang""]","[0.7812014275896365, 0.7601077156690946, 0.7137337734652367, 0.6948486681417442, 0.685103141316209]",oracle_free_active_module_consensus
TRR,436,Nostalgic VHS,ok,,0.15,Cosmic Jazz,Cosmic Jazz,False,0.2910286377587382,0.2910286377587382,0.5833333333333334,0.5833333333333334,0.3142857142857143,0.3142857142857143,0.7303179385405186,0.7303179385405186,0.3333333333333333,0.3333333333333333,1.0,0.9092001307,0.7592001306792615,0.7592001306792615,"[""Cosmic Jazz"", ""Roots Reggae"", ""Q-pop Middle Eastern"", ""Delta Blues Raw"", ""Nightcore Speed""]","[0.7592001306792615, 0.7288715658113625, 0.7252447068902041, 0.7057659190021737, 0.7004367443426582]",oracle_free_active_module_consensus
TRR,1008,Indie Pop Jangle Hazy,ok,,0.15,Drum and Bass Beat,Power Metal Epic Rage,True,0.2039311058528326,0.26168396372412883,0.7045454545454546,0.7777777777777778,0.6666666666666666,0.64,0.8959826201605078,0.7374865200432906,0.8333333333333334,0.3333333333333333,0.8663570952,1.0556175634,0.9310751662160579,0.9256639991381941,"[""Drum and Bass Beat"", ""Power Metal Epic Rage"", ""Power Metal Epic Mayhem"", ""Trap Metal Neon"", ""Technical Thrash Mayhem""]","[0.9310751662160579, 0.9256639991381941, 0.9125904088527599, 0.9031804843436296, 0.9025068592921158]",oracle_free_active_module_consensus
TRR,174,Nu-Disco Groove,ok,,0.15,Multicultural Fusion,Multicultural Fusion,False,0.07127989527132353,0.07127989527132353,0.8205128205128205,0.8205128205128205,0.7941176470588235,0.7941176470588235,0.9875834421266069,0.9875834421266069,1.0,1.0,0.8903851385,0.9436685823,0.8101108115404863,0.8101108115404863,"[""Multicultural Fusion"", ""Dancy Synthpop"", ""Country Twang"", ""Macedonian Brass"", ""Merseybeat Jangle""]","[0.8101108115404863, 0.7950574355836597, 0.7928235819202716, 0.7789511360362704, 0.7709763695410923]",oracle_free_active_module_consensus
TRR,813,Technical Thrash Wrath,ok,,0.15,Funeral Doom Wrath,Funeral Doom Wrath,False,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9344290271,1.0360548316,0.8958904775317122,0.8958904775317122,"[""Funeral Doom Wrath"", ""Nu Metal 7-String Doom"", ""Technical Thrash Doom"", ""Technical Thrash Rage"", ""Techno Industrial Bass""]","[0.8958904775317122, 0.8935471438832082, 0.8676883167185312, 0.8622056319295566, 0.861831343599653]",oracle_free_active_module_consensus
TRR,380,Honky Tonk Tears,ok,,0.15,Desert Blues,Neo-Soul Keys,True,0.11702936711086571,0.29100584418337283,0.717948717948718,0.5833333333333334,0.6764705882352942,0.3333333333333333,0.976356914743191,0.7304356683853644,1.0,0.3333333333333333,1.0,0.8539335585,0.726203626063075,0.7039335584667279,"[""Desert Blues"", ""Dark Cabaret"", ""Neo-Soul Keys"", ""Chromatic Jazz"", ""C86 Indie""]","[0.726203626063075, 0.7119663543329746, 0.7039335584667279, 0.700439022672887, 0.6979925447604546]",oracle_free_active_module_consensus
TRR,225,Slacker Rock,ok,,0.15,Otaku Pop,Otaku Pop,False,0.10979020336568915,0.10979020336568915,0.7948717948717948,0.7948717948717948,0.7647058823529411,0.7647058823529411,0.9729520245842818,0.9729520245842818,1.0,1.0,0.888671817,0.9387428661,0.8054420935696376,0.8054420935696376,"[""Otaku Pop"", ""Cosmic Disco"", ""Scandinavian Black Metal"", ""Teen Pop Bubble"", ""Russian Synthpop""]","[0.8054420935696376, 0.7898468469855745, 0.7875330984894913, 0.7773903486824472, 0.772084531569253]",oracle_free_active_module_consensus
TRR,960,Country Telecaster Frontier,ok,,0.15,Sludge Metal Rage,Sludge Metal Rage,False,0.26168396372412883,0.26168396372412883,0.7777777777777778,0.7777777777777778,0.64,0.64,0.7374865200432906,0.7374865200432906,0.3333333333333333,0.3333333333333333,0.8671466087,1.0172322209,0.8871602296200197,0.8871602296200197,"[""Sludge Metal Rage"", ""Free Jazz Avantgarde Nocturne"", ""Raw Black Metal Wrath"", ""Mathcore Dissonant Onslaught"", ""Contemporary Jazz Smoky""]","[0.8871602296200197, 0.8822993449610352, 0.8806056634267279, 0.8683543538241641, 0.8645961856423994]",oracle_free_active_module_consensus
TRR,119,Footwork Jungle,ok,,0.15,Gypsy Jazz,Gypsy Jazz,False,0.2885042859355466,0.2885042859355466,0.5833333333333334,0.5833333333333334,0.3142857142857143,0.3142857142857143,0.7320441628687044,0.7320441628687044,0.3333333333333333,0.3333333333333333,1.0,1.029020931,0.8790209309578498,0.8790209309578498,"[""Gypsy Jazz"", ""VHS Glitch"", ""Synthwave Sunset"", ""Epic Choral"", ""Electroclash""]","[0.8790209309578498, 0.8504100782488693, 0.8457396020500145, 0.797610336847874, 0.7952192663707947]",oracle_free_active_module_consensus
TRR,277,Yacht Rock Smooth,ok,,0.15,New Wave Clean,New Wave Clean,False,0.005090060701869666,0.005090060701869666,1.0,1.0,1.0,1.0,0.9998881907148089,0.9998881907148089,1.0,1.0,1.0,0.9778462817,0.8278462816925642,0.8278462816925642,"[""New Wave Clean"", ""Gritty Synth"", ""Piano Ballad"", ""Grime UK"", ""Seapunk Aquatic""]","[0.8278462816925642, 0.7901399573029562, 0.7801696451151425, 0.7615930528810639, 0.7580758135105385]",oracle_free_active_module_consensus
TRR,749,Sludge Metal Wrath,ok,,0.15,Sludge Metal Onslaught,Sludge Metal Onslaught,False,0.04779078899577405,0.04779078899577405,0.9230769230769231,0.9230769230769231,0.8333333333333334,0.8333333333333334,0.993083233664264,0.993083233664264,1.0,1.0,0.8002209511,0.951070196,0.831037053371124,0.831037053371124,"[""Sludge Metal Onslaught"", ""Hardstyle Psychedelic Beat"", ""Raw Black Metal Fury"", ""Techno Industrial Neon"", ""Hardstyle Psychedelic Cyber""]","[0.831037053371124, 0.830221098505176, 0.8277498351749218, 0.8269694007680479, 0.8241291238376602]",oracle_free_active_module_consensus
TRR,16,Midwest Emo,ok,,0.15,Tremolo Surf,Tremolo Surf,False,0.18240756898738056,0.18240756898738056,0.7333333333333333,0.7333333333333333,0.5909090909090909,0.5909090909090909,0.8538851113410815,0.8538851113410815,0.3333333333333333,0.3333333333333333,0.8020901483,1.10256676,0.9822532377671206,0.9822532377671206,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]",oracle_free_active_module_consensus
TRR,1070,Midwest Emo Twinkled,ok,,0.15,Tremolo Surf,Tremolo Surf,False,0.1990193222840814,0.1990193222840814,0.7111111111111111,0.7111111111111111,0.5652173913043478,0.5652173913043478,0.8324784873178281,0.8324784873178281,0.3333333333333333,0.3333333333333333,0.8020901483,1.10256676,0.9822532377671206,0.9822532377671206,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]",oracle_free_active_module_consensus
TRR,1114,Midwest Emo - Warm Room Take,ok,,0.15,Tremolo Surf,Tremolo Surf,False,0.18240756898738056,0.18240756898738056,0.7333333333333333,0.7333333333333333,0.5909090909090909,0.5909090909090909,0.8538851113410815,0.8538851113410815,0.3333333333333333,0.3333333333333333,0.8020901483,1.10256676,0.9822532377671206,0.9822532377671206,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]",oracle_free_active_module_consensus
TRR,1144,Midwest Emo - Open Chord Mix,ok,,0.15,Tremolo Surf,Tremolo Surf,False,0.18240756898738056,0.18240756898738056,0.7333333333333333,0.7333333333333333,0.5909090909090909,0.5909090909090909,0.8538851113410815,0.8538851113410815,0.3333333333333333,0.3333333333333333,0.8020901483,1.10256676,0.9822532377671206,0.9822532377671206,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]",oracle_free_active_module_consensus
TRR,1174,Midwest Emo - Glass Tone Pass,ok,,0.15,Tremolo Surf,Tremolo Surf,False,0.18240756898738056,0.18240756898738056,0.7333333333333333,0.7333333333333333,0.5909090909090909,0.5909090909090909,0.8538851113410815,0.8538851113410815,0.3333333333333333,0.3333333333333333,0.8020901483,1.10256676,0.9822532377671206,0.9822532377671206,"[""Tremolo Surf"", ""Dreamy Shoegaze"", ""Dreamy Shoegaze Ethereal"", ""Dreamy Shoegaze - Ethereal Wash Mix"", ""Dreamy Shoegaze - Cloud Reverb Pass""]","[0.9822532377671206, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134, 0.9329863653942134]",oracle_free_active_module_consensus
