method,metric_impl,pnr_at_10_t0_05,pnr_at_10_t0_10,pnr_at_10_t0_15,pnr_at_1_t0_05,pnr_at_1_t0_10,pnr_at_1_t0_15,pnr_at_5_t0_05,pnr_at_5_t0_10,pnr_at_5_t0_15,query_idx,query_name,skip_reason,status,top1_acc_at_0_1,top1_cosine,top1_legacy_module_jaccard,top1_module,top1_name,top1_norm_l2,top1_recall,top1_switch_accuracy,top1_switch_f1,top1_switch_precision,top1_switch_recall,topk_names,topk_scores
Wav2Vec,protocol_ab_unified_evaluator_v1,0,1,1,0,0,0,0,1,1,434,Nordic Noir,,ok,0.6976744186046512,0.9055707722188122,0.8,0.8,Country Telecaster Outlaw,0.16208980918928262,0.5909090909090909,0.8888888888888888,0.888888888888889,0.8,1.0,"[""Country Telecaster Outlaw"", ""Reverse Ambient Drift"", ""Old Time Radio"", ""Modal Jazz"", ""Deathcore Breakdown Chaos"", ""Power Pop Hook"", ""Nashville Session Honky"", ""Dream Pop Indie"", ""Hawaiian Slack Key"", ""Neofolk Acoustic""]","[0.8946392268404835, 0.8945660712455872, 0.893645279245818, 0.8812713658577431, 0.8771957123162359, 0.8738439365480027, 0.8643333541999489, 0.8621792252371099, 0.8619427391953293, 0.8615889389092342]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,212,Roots Reggae,,ok,0.7441860465116279,0.9113190956868208,0.8,0.8,Gypsy Jazz Manouche Crescendo,0.15461863503359952,0.6818181818181818,0.8888888888888888,0.888888888888889,0.8,1.0,"[""Gypsy Jazz Manouche Crescendo"", ""Chicago Soul Gospel"", ""Chamber Pop Radio"", ""Motown Soul Smooth"", ""Afrobeat Guitar Sunset"", ""Chicago Soul Groove"", ""Gypsy Jazz Manouche Improv"", ""Reggae Skank Sunset"", ""Samba Percussion"", ""Afrobeat Guitar Tropical""]","[0.9138220187176735, 0.9129832336404741, 0.9103584445230924, 0.9044488569028144, 0.9025446643436732, 0.8953515844902938, 0.8909784219811785, 0.8909619171169167, 0.8908207593190028, 0.8906694115652014]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,1,1,1,1,1,1,449,Pakistani Qawwali,,ok,1.0,0.9998247114152339,1.0,1.0,Folktronica,0.006462481221890878,1.0,1.0,1.0,1.0,1.0,"[""Folktronica"", ""Impressionist Piano"", ""Arabic Maqam Fusion"", ""Hungarian Folk"", ""Polynesian Ukulele"", ""Japanese Enka Voyage"", ""Power Pop Sparkle"", ""Medieval Folk"", ""Indian Classical Sitar Sahara"", ""Acid Jazz Funk Vibe""]","[0.9329701265228044, 0.9207280132238197, 0.9161531639013623, 0.896980196226296, 0.8735654443837914, 0.8705985293540768, 0.866897815839291, 0.8659443127504071, 0.8615076559832239, 0.8610885652941236]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,0,0,0,1,1,1,99,Doo-Wop Harmony,,ok,0.5555555555555556,0.8587031459821562,0.8888888888888888,0.8888888888888888,Ethereal Female Vocals,0.25642076977405764,0.47058823529411764,0.8888888888888888,0.9411764705882353,1.0,0.8888888888888888,"[""Ethereal Female Vocals"", ""Funeral Doom Venom"", ""Shamanic Drum"", ""Analog Warm Bass"", ""Dark Ambient Drone Prism"", ""Chillhop Downtempo"", ""Deathcore Breakdown Venom"", ""Hyperpop Glitch Digital"", ""Yoruba Praise"", ""Space Cowboy""]","[0.8113175694857393, 0.8106108212760232, 0.8097845975524768, 0.8029675621885372, 0.8003284340835561, 0.7949048615873492, 0.7921729453778529, 0.7882058823488015, 0.7867638906977401, 0.784790726832075]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,1,1,0,1,1,0,1,1,585,Future Bass Pluck Pulse,,ok,0.7692307692307693,0.979866593832643,1.0,1.0,Dubstep Wobble Cyber,0.09690261270381098,0.6785714285714286,1.0,1.0,1.0,1.0,"[""Dubstep Wobble Cyber"", ""Funky Bassline"", ""Memphis Rap"", ""Golden Age Hip Hop"", ""Electro Swing"", ""Dubstep Wobble Wave"", ""Piano House"", ""Hindi Pop"", ""Psybient Trance"", ""Disco Funk""]","[0.9075767082000332, 0.8996306478739942, 0.8977839671230206, 0.8748533082279988, 0.8677189432753138, 0.8661075656629635, 0.8604297540592298, 0.8529512575246614, 0.8423064382567425, 0.8406082525288159]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,0,1,1,0,1,1,967,Bluegrass Flatpick Outlaw,,ok,0.8461538461538461,0.9859606870194455,1.0,1.0,Acid Jazz Funk Blue,0.06723273967208314,0.75,1.0,1.0,1.0,1.0,"[""Acid Jazz Funk Blue"", ""Memphis Soul Gospel"", ""Modern R&B Soulful"", ""Saharan Desert Blues"", ""Dream Pop Glimmer"", ""Gypsy Jazz Manouche Smoky"", ""Synth Pop Glimmer"", ""Folk Metal Acoustic Rage"", ""Indie Pop Jangle Charm"", ""Somali Jazz""]","[0.8895173544957786, 0.8823975490530621, 0.8816562284858112, 0.8738563813091811, 0.8736762254456283, 0.8579866355291128, 0.8571057929074608, 0.8551561736809042, 0.8532053696474936, 0.8529128173418796]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,0,0,0,1,1,1,371,Grime Instrumental,,ok,0.5660377358490566,0.7594689714815135,0.5555555555555556,0.5555555555555556,Motown Soul Gospel,0.2946511295628589,0.42857142857142855,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,"[""Motown Soul Gospel"", ""Primal Drum Circle"", ""Spoken Word Jazz"", ""Zouk Rhythm"", ""Reverse Ambient Glitch"", ""Philadelphia Soul Philly"", ""Country Telecaster Twang"", ""Dubwise Echo"", ""Philadelphia Soul Soulful"", ""Japanese Enka Heritage""]","[0.9264389434302556, 0.9087450038748279, 0.8924828249927781, 0.8865879471143843, 0.8795976775371279, 0.8769784401263019, 0.8755381934548809, 0.8704205957568562, 0.8662516157434463, 0.8603319750079893]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,0,0,0,0,0,0,823,Folk Metal Acoustic Venom,,ok,0.7407407407407407,0.7402402985450331,0.3333333333333333,0.3333333333333333,Smooth Jazz Lead Vibe,0.26156326504520205,0.7,0.5555555555555556,0.5,0.4,0.6666666666666666,"[""Smooth Jazz Lead Vibe"", ""Solarized Synth"", ""Slavic Choral"", ""Shoegaze Wall Glitch"", ""Flamenco Spanish Sahara"", ""Synth Pop Glimmer"", ""Deathcore Breakdown Venom"", ""Flamenco Spanish Mystic"", ""Fingerpicked Nylon"", ""Hyperpop Glitch Beat""]","[0.8690998901022897, 0.8681352305842711, 0.8652568690534574, 0.8624274403974994, 0.8623012233654763, 0.8559782016088492, 0.8548685158538387, 0.8516087421083107, 0.8515588297544794, 0.8504937108569428]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,0,0,0,1,1,1,802,Funeral Doom Rage,,ok,0.7777777777777778,0.7374865200432906,0.3333333333333333,0.3333333333333333,Memphis Soul Philly,0.26168396372412883,0.8,0.5555555555555556,0.5,0.4,0.6666666666666666,"[""Memphis Soul Philly"", ""Folk Metal Acoustic Fury"", ""Viking Metal"", ""Techno Industrial Pulse"", ""Technical Death Metal"", ""Surf Rock Reverb"", ""Spectral Freeze Glitch"", ""Celtic Folk Mystic"", ""Sludge Metal Venom"", ""Gothic Rock Reverb""]","[0.9525184475987745, 0.9258139182936906, 0.9232967071442556, 0.9081722790244644, 0.9066770630866383, 0.9048444597808911, 0.9008523936384629, 0.8913069335601862, 0.8850604067842345, 0.8788552458688854]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,0,0,1,0,0,1,373,Gypsy Punk,,ok,0.6923076923076923,0.9755476342223666,1.0,1.0,New Jack Swing,0.1187757005986035,0.6470588235294118,1.0,1.0,1.0,1.0,"[""New Jack Swing"", ""Synth Pop Glimmer"", ""Electropop Glitch"", ""Latin Rock Fusion Sunset"", ""Americana Alt Rambler"", ""Fender Rhodes Jazz"", ""Hindi Pop"", ""70s Soft Rock"", ""Complex Jazz Fusion Blue"", ""Contemporary Jazz Blue""]","[0.9385346229634426, 0.9263720146678391, 0.921472967939603, 0.912156182849192, 0.9099180851845515, 0.9019159639614351, 0.8988404214689605, 0.8970416775299314, 0.8969628221790686, 0.8920155902237712]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,0,0,0,1,173,Northern Soul,,ok,0.6037735849056604,0.7750134534553662,0.5555555555555556,0.5555555555555556,Gypsy Jazz Manouche Smoky,0.2621148495229239,0.5,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,"[""Gypsy Jazz Manouche Smoky"", ""Microtonal Fusion Drift"", ""Dream Pop Glimmer"", ""Gospel Choir"", ""Flamenco Spanish Mystic"", ""Shoegaze Wall Flux"", ""Gypsy Jazz Manouche Blue"", ""Post-Metal Swell Mayhem"", ""Cool Jazz Nocturne"", ""Spring Reverb Surf""]","[0.8547647026461923, 0.8465758982938365, 0.845706925419681, 0.8416495963474083, 0.8383964256176972, 0.8371552715142373, 0.8310413054295709, 0.8290159413634415, 0.8188744506288821, 0.8171000014711602]"
Wav2Vec,protocol_ab_unified_evaluator_v1,1,1,1,0,0,0,0,0,0,465,Q-pop Middle Eastern,,ok,0.5849056603773585,0.8054699303178329,0.5555555555555556,0.5555555555555556,Chamber Pop Radio,0.2541163328154093,0.4722222222222222,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,"[""Chamber Pop Radio"", ""Chicago Soul Gospel"", ""Gypsy Jazz Manouche Crescendo"", ""Chicago Soul Motown"", ""Chicago Soul Groove"", ""Power Electronics"", ""Moroccan Gnawa"", ""Indie Pop Jangle Glimmer"", ""Nostalgic VHS"", ""Microhouse Minimal""]","[0.9001646395893101, 0.8843229726286983, 0.8818700981597739, 0.8806993952005935, 0.87550191997161, 0.8745520112737106, 0.8726547698160003, 0.8694346138665631, 0.8686119024308403, 0.8652626691742324]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,1,0,0,1,45,Reverse Psychedelic,,ok,0.6923076923076923,0.908847081191356,1.0,1.0,British Invasion,0.13558305980383106,0.6470588235294118,1.0,1.0,1.0,1.0,"[""British Invasion"", ""British Invasion Classic"", ""British Invasion - Alt Take"", ""British Invasion - Studio Mix"", ""British Invasion - Session Pass"", ""British Invasion - Extended Edit"", ""British Invasion - Signature Version"", ""British Invasion - Night Drive Cut"", ""Acoustic Sim"", ""Acoustic Sim Natural""]","[0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.8642289224124616, 0.8642289224124616]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,1,0,0,1,1089,Reverse Psychedelic - Alt Take,,ok,0.6923076923076923,0.908847081191356,1.0,1.0,British Invasion,0.13558305980383106,0.6470588235294118,1.0,1.0,1.0,1.0,"[""British Invasion"", ""British Invasion Classic"", ""British Invasion - Alt Take"", ""British Invasion - Studio Mix"", ""British Invasion - Session Pass"", ""British Invasion - Extended Edit"", ""British Invasion - Signature Version"", ""British Invasion - Night Drive Cut"", ""Acoustic Sim"", ""Acoustic Sim Natural""]","[0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.8642289224124616, 0.8642289224124616]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,1,0,0,1,1119,Reverse Psychedelic - Studio Mix,,ok,0.6923076923076923,0.908847081191356,1.0,1.0,British Invasion,0.13558305980383106,0.6470588235294118,1.0,1.0,1.0,1.0,"[""British Invasion"", ""British Invasion Classic"", ""British Invasion - Alt Take"", ""British Invasion - Studio Mix"", ""British Invasion - Session Pass"", ""British Invasion - Extended Edit"", ""British Invasion - Signature Version"", ""British Invasion - Night Drive Cut"", ""Acoustic Sim"", ""Acoustic Sim Natural""]","[0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.8642289224124616, 0.8642289224124616]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,1,0,0,1,1149,Reverse Psychedelic - Session Pass,,ok,0.6923076923076923,0.908847081191356,1.0,1.0,British Invasion,0.13558305980383106,0.6470588235294118,1.0,1.0,1.0,1.0,"[""British Invasion"", ""British Invasion Classic"", ""British Invasion - Alt Take"", ""British Invasion - Studio Mix"", ""British Invasion - Session Pass"", ""British Invasion - Extended Edit"", ""British Invasion - Signature Version"", ""British Invasion - Night Drive Cut"", ""Acoustic Sim"", ""Acoustic Sim Natural""]","[0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.8642289224124616, 0.8642289224124616]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,1,0,0,1,1179,Reverse Psychedelic - Extended Edit,,ok,0.6923076923076923,0.908847081191356,1.0,1.0,British Invasion,0.13558305980383106,0.6470588235294118,1.0,1.0,1.0,1.0,"[""British Invasion"", ""British Invasion Classic"", ""British Invasion - Alt Take"", ""British Invasion - Studio Mix"", ""British Invasion - Session Pass"", ""British Invasion - Extended Edit"", ""British Invasion - Signature Version"", ""British Invasion - Night Drive Cut"", ""Acoustic Sim"", ""Acoustic Sim Natural""]","[0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.8642289224124616, 0.8642289224124616]"
Wav2Vec,protocol_ab_unified_evaluator_v1,0,0,1,0,0,1,0,0,1,1209,Reverse Psychedelic - Signature Version,,ok,0.6923076923076923,0.908847081191356,1.0,1.0,British Invasion,0.13558305980383106,0.6470588235294118,1.0,1.0,1.0,1.0,"[""British Invasion"", ""British Invasion Classic"", ""British Invasion - Alt Take"", ""British Invasion - Studio Mix"", ""British Invasion - Session Pass"", ""British Invasion - Extended Edit"", ""British Invasion - Signature Version"", ""British Invasion - Night Drive Cut"", ""Acoustic Sim"", ""Acoustic Sim Natural""]","[0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.9064409125321404, 0.8642289224124616, 0.8642289224124616]"
