acc_at_0_1,cosine,edit_cost,effective_k,k,legacy_module_jaccard,method,metric_impl,module,norm_l2,provenance_effective_exemplars,provenance_entropy_norm,provenance_max_weight,query_idx,query_name,recall,skip_reason,source_method,status,switch_accuracy,switch_f1,switch_precision,switch_recall,temperature,topk_names,topk_scores,weights
0.6923076923076923,0.9814378302013304,2.4133869494,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.10171286064620132,4.9248731581,0.9951153182,0.2275684108,650,UK Garage Neon,0.5714285714285714,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Gypsy Jazz"", ""Hyperpop Glitch Wave"", ""Memphis Soul Motown"", ""Drum and Bass Beat"", ""Hyperpop Glitch Synth""]","[0.9387232048964302, 0.9357178737768697, 0.9355627494820575, 0.9285557582683929, 0.9207376747563842]","[0.2275684107866244, 0.21429300859185707, 0.21362919781927198, 0.185694336054908, 0.15881504674733848]"
0.9230769230769231,0.9813604789154974,0.8605291667,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.07371519873099056,5.0,1.0,0.2,1074,Acoustic Sim Natural,0.8571428571428571,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Acoustic Sim - Natural Body Edit"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.9999999999999999, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[0.20000000000000057, 0.19999999999999984, 0.19999999999999984, 0.19999999999999984, 0.19999999999999984]"
0.7377049180327869,0.792501531211676,9.8763321402,5,5,0.25,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.25,0.2154813912027061,5.0,1.0,0.2,27,Wah-Wah Rock,0.5,,Wav2Vec,ok,0.3333333333333333,0.4,0.2857142857142857,0.6666666666666666,0.05,"[""Auto-Wah Funk"", ""Auto-Wah Funk Rhythm"", ""Auto-Wah Funk Rhythm"", ""Auto-Wah Funk - Pocket Groove Cut"", ""Auto-Wah Funk - Sync Pulse Mix""]","[0.9756765471844474, 0.9756765471844474, 0.9756765471844474, 0.9756765471844474, 0.9756765471844474]","[0.2, 0.2, 0.2, 0.2, 0.2]"
0.7555555555555555,0.9140253451310889,5.9156128634,5,5,0.6,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.6,0.158480091614283,4.9587966051,0.9974411514,0.2283204341,75,Breakbeat Hardcore,0.5217391304347826,,Wav2Vec,ok,0.7777777777777778,0.7499999999999999,1.0,0.6,0.05,"[""Nu Metal 7-String Wrath"", ""Techno Industrial Neon"", ""Technical Thrash Venom"", ""Post-Metal Swell"", ""Funeral Doom Mayhem""]","[0.9154755806240366, 0.9118561562151206, 0.9077233002988043, 0.9051690331265513, 0.9030228484349427]","[0.22832043405252783, 0.2123766961667443, 0.19552816749260482, 0.18579039038791714, 0.1779843119002059]"
0.7435897435897436,0.9723181128376948,3.0438155134,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.12815830531722625,3.9170159217,0.9155637232,0.3874008315,696,Granular Texture Prism,0.6428571428571429,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Spectral Freeze Static"", ""Microtonal Fusion Static"", ""Ragtime Piano"", ""Dark Ambient Drone Flux"", ""Bedroom Pop Lo-Fi""]","[0.8681157834864985, 0.8346210232622916, 0.8333413374466221, 0.8226236656610335, 0.7789635190477178]","[0.3874008314530538, 0.1982571038630371, 0.1932473503567279, 0.15596280365356233, 0.0651319106736187]"
0.4583333333333333,0.8391583087911417,9.3668821227,5,5,0.6666666666666666,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.6666666666666666,0.2398950069982163,4.6542635649,0.9792358428,0.3080777365,616,Drum and Bass Wave,0.4,,Wav2Vec,ok,0.6666666666666666,0.8,0.6666666666666666,1.0,0.05,"[""Afrobeat Guitar Mystic"", ""Afrobeat Guitar Heritage"", ""Merseybeat Jangle"", ""Tech House Groove"", ""Bassline UK""]","[0.9502147984124322, 0.9242710117050005, 0.9221216360319264, 0.9209928551495502, 0.9178233481657581]","[0.30807773649310805, 0.18336457941169518, 0.17564921239027692, 0.17172824854947344, 0.16118022315544636]"
0.9230769230769231,0.9883400204597867,1.3483615526,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.0603935735106702,4.9707145758,0.9981044308,0.2118262136,547,Latin Rock Fusion Sahara,0.875,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Latin Jazz Improv"", ""Samba Percussion"", ""Gypsy Jazz Manouche Improv"", ""UK Garage Synth"", ""Gypsy Jazz Manouche Vibe""]","[0.8907285718946847, 0.8906789759025893, 0.8887556832042631, 0.8885137081707262, 0.879812213280984]","[0.21182621359431267, 0.21161620314399768, 0.2036307729662963, 0.20264768245626155, 0.17027912783913174]"
0.5,0.7972497167775046,10.6496513682,5,5,0.6666666666666666,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.6666666666666666,0.28003868050276104,4.9011490089,0.9940523207,0.2549163165,649,UK Garage Pulse,0.5,,Wav2Vec,ok,0.6666666666666666,0.8,0.6666666666666666,1.0,0.05,"[""Country Twang"", ""G-funk Synth"", ""C86 Indie"", ""Gypsy Jazz Manouche Nocturne"", ""Schlager Pop""]","[0.8897254802680741, 0.8766271999862236, 0.8752447881795273, 0.8733117583019483, 0.8707794949896407]","[0.25491631649549906, 0.19616766261198174, 0.19081826423249362, 0.18358189851694867, 0.1745158581430767]"
0.8205128205128205,0.980747026213051,2.0412299338,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.09009344464711498,4.2683161484,0.9525295233,0.3590308358,587,Future Bass Pluck Cyber,0.75,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Hyperpop Glitch Wave"", ""Trap Metal Neon"", ""Euro Trance"", ""Future Bass Pluck Neon"", ""Swamp Blues""]","[0.9106027728656023, 0.8788354283419988, 0.8762973135598588, 0.8639376474300721, 0.8593449230704604]","[0.3590308357826461, 0.19019719224291554, 0.18078330285536814, 0.14118989673544757, 0.12879877238362278]"
0.6041666666666666,0.8390816803876129,6.6342707536,5,5,0.7142857142857143,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.7142857142857143,0.21318378545751965,4.7134438363,0.9826489439,0.2956637945,836,Smooth Jazz Lead Nocturne,0.5833333333333334,,Wav2Vec,ok,0.7777777777777778,0.8333333333333333,0.7142857142857143,1.0,0.05,"[""Microtonal Fusion Void"", ""Sophisti-Pop"", ""Indie Pop Jangle Indie"", ""Philadelphia Soul Motown"", ""Persian Classical Fusion""]","[0.8977135342887963, 0.8768068662253123, 0.8725774503035135, 0.8711586680741823, 0.8660736645446003]","[0.29566379452775726, 0.1946279170728709, 0.17884174341441886, 0.17383831710526698, 0.15702822787968593]"
0.48717948717948717,0.44050110326609887,13.9457576124,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.6043046114196087,5.0,1.0,0.2,46,Telephone EQ,0.34615384615384615,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Lo-Fi Hip Hop"", ""Lo-Fi Hip Hop Chill"", ""Lo-Fi Hip Hop - Alt Take"", ""Lo-Fi Hip Hop - Studio Mix"", ""Lo-Fi Hip Hop - Session Pass""]","[0.9618114720333024, 0.9618114720333024, 0.9618114720333024, 0.9618114720333024, 0.9618114720333024]","[0.2, 0.2, 0.2, 0.2, 0.2]"
0.6792452830188679,0.8473946664882587,9.7354616548,5,5,0.5555555555555556,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.5555555555555556,0.22701812316941927,4.896764543,0.9929537656,0.2261342025,224,Skweee Synth,0.5833333333333334,,Wav2Vec,ok,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,0.05,"[""Lo-Fi Bedroom Pop Dream"", ""Old Time Radio"", ""Tango Dramatic"", ""Psychedelic Folk"", ""Japanese Enka Sahara""]","[0.9008458728415775, 0.8978275211665383, 0.8974005374716081, 0.8963027842903292, 0.8780744500926363]","[0.22613420254728417, 0.2128870207797385, 0.21107677549837747, 0.20649307331896186, 0.14340892785563805]"
0.5740740740740741,0.7872629819416785,12.8116287266,5,5,0.5555555555555556,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.5555555555555556,0.30524257481932265,4.2281240872,0.9480504097,0.3600365054,714,Overtone Drone Echo,0.5333333333333333,,Wav2Vec,ok,0.5555555555555556,0.7142857142857143,0.625,0.8333333333333334,0.05,"[""Microtonal Ambient"", ""Synthwave Guitar Beat"", ""Bell Choir Ambient"", ""Snowy Ambient"", ""Native American Flute""]","[0.8808366454088188, 0.8516734665619904, 0.8421660684199466, 0.8419424114483749, 0.8204056611479205]","[0.36003650539070015, 0.20092703922566751, 0.16613386688627707, 0.1653923865442443, 0.107510201953111]"
0.8974358974358975,0.9887401509279589,1.3618010752,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.058307360678823694,4.332129017,0.9562961234,0.3459959452,875,Latin Jazz Velvet,0.8333333333333334,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Bluegrass Flatpick Twang"", ""Western Swing"", ""Acid Jazz Funk Groove"", ""Britpop Charm"", ""Deathcore Breakdown Fury""]","[0.9091695268435668, 0.8849381513172339, 0.8740980417641038, 0.862181348971845, 0.8617913755920612]","[0.3459959452208446, 0.2131080993055886, 0.17157103075955096, 0.13518760745064198, 0.13413731726337372]"
0.6415094339622641,0.8247318229138925,9.9437673391,5,5,0.5555555555555556,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.5555555555555556,0.23312319376851098,4.4409027776,0.9628930199,0.3238497388,149,J-Rock Power,0.5555555555555556,,Wav2Vec,ok,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,0.05,"[""Latin Rock Fusion Andean"", ""Britpop Charm"", ""Rocksteady Groove"", ""Synth Pop Dream"", ""Ethereal Wave""]","[0.9317252092007768, 0.9139272551715407, 0.9028761820671362, 0.8878893962682608, 0.8870979416234765]","[0.3238497388137525, 0.22685715778169663, 0.18187126405783363, 0.1347691588617392, 0.13265268048497805]"
0.7884615384615384,0.7942289809087064,6.1374447094,5,5,0.5,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.5,0.23688187565367724,4.66773724,0.9780350373,0.2843691666,801,Funeral Doom Fury,0.7368421052631579,,Wav2Vec,ok,0.6666666666666666,0.6666666666666666,0.5,1.0,0.05,"[""Sludge Metal Chaos"", ""Indie Pop Jangle Charm"", ""Cosmic Disco"", ""Heavy Psych"", ""K-Pop Shimmer Mystic""]","[0.9082376984833269, 0.8948973083737037, 0.8937944257302526, 0.8738818004006947, 0.8734400128756861]","[0.2843691666300976, 0.21777566522704842, 0.21302463610465933, 0.14304443480479007, 0.14178609723340466]"
0.6551724137931034,0.7942135470589462,12.3738790228,5,5,0.375,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.375,0.2563553774169719,2.9549571765,0.8287064652,0.5303306861,103,Drone Metal,0.3870967741935484,,Wav2Vec,ok,0.4444444444444444,0.5454545454545454,1.0,0.375,0.05,"[""Raw Black Metal Chaos"", ""Slavic Folk Metal"", ""Celtic Folk Andean"", ""Power Metal Epic Wrath"", ""Paisley Underground""]","[0.9305192158909261, 0.865436316820952, 0.8618317157988687, 0.8475063655097668, 0.8420064991232517]","[0.5303306861078931, 0.14429254000582858, 0.13425631161696383, 0.10081062334469341, 0.09030983892462101]"
0.625,0.8873671350190552,8.676229009,5,5,0.6666666666666666,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.6666666666666666,0.20193203099925972,4.7963308208,0.9866697996,0.2609732119,63,Art Rock Theatrical,0.5277777777777778,,Wav2Vec,ok,0.6666666666666666,0.8,1.0,0.6666666666666666,0.05,"[""Prepared Guitar Static"", ""Shoegaze Wall Prism"", ""Country Rock Twang Dusty"", ""Creole Zydeco"", ""Psychedelic Folk""]","[0.9091253231830299, 0.9016551886563091, 0.8955055935908751, 0.8891369178924887, 0.8781824548807685]","[0.2609732118994437, 0.22475593387579731, 0.19874511484010893, 0.17497614666185948, 0.1405495927227906]"
0.8461538461538461,0.9782214855707068,1.6631970308,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.07777410637481498,3.7935287735,0.9169678493,0.4225277377,835,Smooth Jazz Lead Velvet,0.7916666666666666,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Middle Eastern Tropical"", ""Synthwave Guitar Pulse"", ""Neofolk Acoustic"", ""Dark Ambient Drone Glitch"", ""Indie Folk Fingerstyle""]","[0.8769877600415128, 0.8331402473984217, 0.8242347860012227, 0.8200642309173461, 0.8137269800694675]","[0.4225277377033848, 0.17579259157463117, 0.1471122079822196, 0.13533923975997675, 0.11922822297978763]"
0.5660377358490566,0.7931237267386371,11.9427268777,5,5,0.5555555555555556,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.5555555555555556,0.2758565443556998,4.8650206008,0.9915920132,0.2517279956,436,Nostalgic VHS,0.42857142857142855,,Wav2Vec,ok,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,0.05,"[""Shoegaze Wall Echo"", ""Neo-Soul Rhythm Sweet"", ""Electronic Body Music"", ""Cool Jazz Velvet"", ""Chicago Soul Gospel""]","[0.8953104704457733, 0.890267842288862, 0.8776130095344437, 0.8765122726894921, 0.8760227764978235]","[0.25172799560104414, 0.22757880155684906, 0.17669055112663226, 0.172843259073018, 0.17115939264245653]"
0.8717948717948718,0.9748576457078527,1.6397140481,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.08659840697130149,4.9498841517,0.996892103,0.228194429,1008,Indie Pop Jangle Hazy,0.7916666666666666,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Memphis Soul Motown"", ""Gypsy Jazz"", ""Acid Jazz Funk Improv"", ""Dream Pop Sparkle"", ""Power Metal Epic Rage""]","[0.9509513908804887, 0.9492191365839917, 0.9412196241391999, 0.9397104631692318, 0.9394482601199116]","[0.22819442897696082, 0.22042399427580145, 0.18783476924871814, 0.18225001806449573, 0.18129678943402383]"
0.7435897435897436,0.9856287350121438,2.0631452599,5,5,1.0,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,1.0,0.07656058646656465,4.1477190476,0.9431227741,0.3737791364,174,Nu-Disco Groove,0.7352941176470589,,Wav2Vec,ok,1.0,1.0,1.0,1.0,0.05,"[""Dancy Synthpop"", ""Country Rock Twang Frontier"", ""Multicultural Fusion"", ""Deep House Warm"", ""Acid Jazz Groove""]","[0.9434988751964213, 0.908584101367653, 0.9064798590295537, 0.8977902824980875, 0.8833274460680551]","[0.37377913641612176, 0.18592987789335416, 0.17826741516283623, 0.1498287873724169, 0.1121947831552709]"
0.8809523809523809,0.9012402037476204,2.0383455851,5,5,0.75,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.75,0.17037668191913463,4.8635127382,0.9915281008,0.254138875,813,Technical Thrash Wrath,0.8333333333333334,,Wav2Vec,ok,0.8888888888888888,0.8571428571428571,0.75,1.0,0.05,"[""Drum and Bass Beat"", ""Nu Metal 7-String Doom"", ""K-Pop Shimmer Moonrise"", ""Funeral Doom Wrath"", ""Melodic Death Metal""]","[0.9475339038342945, 0.9413568521642695, 0.9290941406821808, 0.9286129869172521, 0.9278491875258961]","[0.25413887499131943, 0.22460422113470097, 0.1757540556195983, 0.174070872794916, 0.17143197545946529]"
0.6721311475409836,0.6815443864654327,13.4508018272,5,5,0.4444444444444444,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.4444444444444444,0.3054709978495559,4.9500562536,0.9969315648,0.2361988149,380,Honky Tonk Tears,0.4857142857142857,,Wav2Vec,ok,0.4444444444444444,0.6153846153846153,1.0,0.4444444444444444,0.05,"[""Gabber Hardcore"", ""Sludge Metal Fury"", ""C86 Indie"", ""Contemporary Jazz Smoky"", ""Mathcore Dissonant Mayhem""]","[0.9019744435271776, 0.893419077023015, 0.8929985534355023, 0.8918304496738005, 0.886847583771206]","[0.236198814889116, 0.19905209139288002, 0.1973849897838867, 0.19282711481184395, 0.1745369891222733]"
0.6274509803921569,0.8269722348991742,8.5561575908,5,5,0.6666666666666666,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.6666666666666666,0.23019106884342833,4.8564994807,0.9909315701,0.2495555226,225,Slacker Rock,0.5142857142857142,,Wav2Vec,ok,0.6666666666666666,0.8,1.0,0.6666666666666666,0.05,"[""Scandinavian Black Metal"", ""Otaku Pop"", ""Indie Pop Jangle Charm"", ""Power Metal Epic Rage"", ""Chamber Pop Hazy""]","[0.9096238408241747, 0.9056994780768992, 0.8955694637483318, 0.890022591823687, 0.8882353129280944]","[0.24955552259301747, 0.23071753519335997, 0.18840499685214793, 0.1686214810588444, 0.16270046430263008]"
0.7777777777777778,0.8948358378718552,5.5602186195,5,5,0.6666666666666666,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.6666666666666666,0.16697362967657509,4.9872322336,0.9992175809,0.2190184376,960,Country Telecaster Frontier,0.64,,Wav2Vec,ok,0.7777777777777778,0.8000000000000002,0.8,0.8,0.05,"[""Hyperpop Glitch Synth"", ""Gabber Hardcore"", ""Electropop Glitch"", ""Chromatic Jazz"", ""Mathcore Dissonant Onslaught""]","[0.931418987029244, 0.9263788980655384, 0.9263231880455933, 0.9260081458278026, 0.9239461099890562]","[0.21901843760327785, 0.19801724779331453, 0.19779673976471276, 0.1965543713884851, 0.18861320345020965]"
0.6226415094339622,0.7864318363346846,11.7033569773,5,5,0.5555555555555556,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.5555555555555556,0.278247267825216,4.9761507792,0.9985132417,0.2186724383,119,Footwork Jungle,0.4857142857142857,,Wav2Vec,ok,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556,0.05,"[""Drum and Bass Cyber"", ""Gypsy Jazz"", ""Indie Pop Jangle Sparkle"", ""VHS Glitch"", ""Dream Pop Sparkle""]","[0.94379641718519, 0.9423235210685542, 0.9391435529568202, 0.935492194970629, 0.9353140433622711]","[0.21867243831856156, 0.21232475639507603, 0.1992414907002658, 0.1852100248091098, 0.18455128977698695]"
0.7391304347826086,0.9185022070812133,5.2751895171,5,5,0.6,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.6,0.14131762450987592,4.1341950157,0.9406194007,0.3682392546,277,Yacht Rock Smooth,0.7,,Wav2Vec,ok,0.7777777777777778,0.7499999999999999,0.6,1.0,0.05,"[""Synth Pop Dream"", ""Southern Soul Gospel Sweet"", ""Latin Rock Fusion Andean"", ""Rocksteady Groove"", ""Seapunk Aquatic""]","[0.9382731324302807, 0.9129761374359908, 0.8949037683998731, 0.8912983723783444, 0.8783759948467506]","[0.3682392545536876, 0.22202566321796716, 0.1546780089425565, 0.14391713378644735, 0.11113993949934148]"
0.8222222222222222,0.8933101985286165,4.196610909,5,5,0.6,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.6,0.17724686965598974,4.5816097647,0.9725619936,0.2997958176,749,Sludge Metal Wrath,0.8421052631578947,,Wav2Vec,ok,0.7777777777777778,0.7499999999999999,0.6,1.0,0.05,"[""K-Pop Polished"", ""Industrial Dub"", ""Power Metal Epic Chaos"", ""Sludge Metal Onslaught"", ""Hardstyle Psychedelic Neon""]","[0.9229517162609313, 0.910701963749457, 0.8976567231199879, 0.8881107830202873, 0.8832220354961414]","[0.2997958176227999, 0.2346527084734803, 0.18076570987407167, 0.14934857006101832, 0.13543719396862963]"
0.5925925925925926,0.7494874680753987,9.4886452503,5,5,0.3333333333333333,EPR-K5,epr_rcpp_softmax_topk_observed_kb_range,0.3333333333333333,0.24258050386341884,4.9996972895,0.999981263,0.2031124465,16,Midwest Emo,0.4782608695652174,,Wav2Vec,ok,0.5555555555555556,0.5,0.4,0.6666666666666666,0.05,"[""Wet Fusion"", ""Indie Jangle"", ""Indie Jangle Bright"", ""Indie Jangle - Warm Room Take"", ""Indie Jangle - Open Chord Mix""]","[0.9611058026913555, 0.9601387762521687, 0.9601387762521687, 0.9601387762521687, 0.9601387762521687]","[0.20311244649519, 0.1992218883762025, 0.1992218883762025, 0.1992218883762025, 0.1992218883762025]"
