query_song,condition,method,alpha,top_k,top1_song,topk_songs,l2,acc@0.1,recall,cosine,module,relevant_total,recall@k,mrr,ndcg@k
Mexican Mariachi,awgn_10db,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,awgn_10db,adaptive_fusion,0.55,5,Mariachi Brass,"[""Mariachi Brass"", ""Pastoral Folk"", ""Roots Reggae"", ""Nepali Folk"", ""Psychedelic Folk""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,awgn_5db,fixed_fusion_a0.00,0.0,5,Kraftwerk Style,"[""Kraftwerk Style"", ""Cosmic Jazz"", ""Southern Gothic"", ""Emo Piano"", ""Nashville Sound""]",243.92884168418038,0.3508771929824561,0.0,0.13154384890455795,0.4444444444444444,113.0,0.0,0.0,0.0
Mexican Mariachi,awgn_5db,fixed_fusion_a0.30,0.3,5,Roots Reggae,"[""Roots Reggae"", ""Pastoral Folk"", ""Kraftwerk Style"", ""Nepali Folk"", ""Russian Chanson""]",0.19474151177973428,0.9487179487179487,0.9130434782608695,0.9999906201565655,1.0,113.0,0.035398230088495575,1.0,0.830419897363192
Mexican Mariachi,awgn_5db,fixed_fusion_a0.50,0.5,5,Mariachi Brass,"[""Mariachi Brass"", ""Pastoral Folk"", ""Roots Reggae"", ""Nepali Folk"", ""Russian Chanson""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,awgn_5db,fixed_fusion_a0.70,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Pastoral Folk"", ""Roots Reggae"", ""Psychedelic Folk"", ""Nepali Folk""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,awgn_5db,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,awgn_5db,adaptive_fusion,0.68,5,Mariachi Brass,"[""Mariachi Brass"", ""Pastoral Folk"", ""Roots Reggae"", ""Nepali Folk"", ""Psychedelic Folk""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_128k,fixed_fusion_a0.00,0.0,5,Cloud Rap Ethereal,"[""Cloud Rap Ethereal"", ""Smooth Operator"", ""Dubwise Echo"", ""Native American Flute"", ""Dark Cabaret""]",141.60556464864047,0.36507936507936506,0.0,0.2901868161573106,0.3333333333333333,113.0,0.0,0.0,0.0
Mexican Mariachi,mp3_128k,fixed_fusion_a0.30,0.3,5,Nepali Folk,"[""Nepali Folk"", ""Mariachi Brass"", ""Mongolian Throat"", ""Russian Chanson"", ""Roots Reggae""]",1.0091914128114208,0.9487179487179487,0.9130434782608695,0.9998806646563629,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_128k,fixed_fusion_a0.50,0.5,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Mongolian Throat"", ""Russian Chanson"", ""Roots Reggae""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_128k,fixed_fusion_a0.70,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Psychedelic Folk"", ""Medieval Folk"", ""Russian Chanson""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_128k,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_128k,adaptive_fusion,0.55,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Mongolian Throat"", ""Russian Chanson"", ""Roots Reggae""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_64k,fixed_fusion_a0.00,0.0,5,Cloud Rap Ethereal,"[""Cloud Rap Ethereal"", ""Smooth Operator"", ""Dubwise Echo"", ""Dark Cabaret"", ""Native American Flute""]",141.60556464864047,0.36507936507936506,0.0,0.2901868161573106,0.3333333333333333,113.0,0.0,0.0,0.0
Mexican Mariachi,mp3_64k,fixed_fusion_a0.30,0.3,5,Nepali Folk,"[""Nepali Folk"", ""Mongolian Throat"", ""Mariachi Brass"", ""Russian Chanson"", ""Roots Reggae""]",1.0091914128114208,0.9487179487179487,0.9130434782608695,0.9998806646563629,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_64k,fixed_fusion_a0.50,0.5,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Mongolian Throat"", ""Russian Chanson"", ""Roots Reggae""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_64k,fixed_fusion_a0.70,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Psychedelic Folk"", ""Medieval Folk"", ""Mongolian Throat""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_64k,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_64k,adaptive_fusion,0.55,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Mongolian Throat"", ""Russian Chanson"", ""Roots Reggae""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_32k,fixed_fusion_a0.00,0.0,5,Cloud Rap Ethereal,"[""Cloud Rap Ethereal"", ""Smooth Operator"", ""Dubwise Echo"", ""Dark Cabaret"", ""Nepali Folk""]",141.60556464864047,0.36507936507936506,0.0,0.2901868161573106,0.3333333333333333,113.0,0.008849557522123894,0.2,0.13120507751234178
Mexican Mariachi,mp3_32k,fixed_fusion_a0.30,0.3,5,Nepali Folk,"[""Nepali Folk"", ""Mongolian Throat"", ""Mariachi Brass"", ""Russian Chanson"", ""Greek Rebetiko""]",1.0091914128114208,0.9487179487179487,0.9130434782608695,0.9998806646563629,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_32k,fixed_fusion_a0.50,0.5,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Mongolian Throat"", ""Russian Chanson"", ""Greek Rebetiko""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_32k,fixed_fusion_a0.70,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Psychedelic Folk"", ""Medieval Folk"", ""Mongolian Throat""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_32k,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,mp3_32k,adaptive_fusion,0.65,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Mongolian Throat"", ""Psychedelic Folk"", ""Medieval Folk""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_0.6,fixed_fusion_a0.00,0.0,5,Cloud Rap Ethereal,"[""Cloud Rap Ethereal"", ""Atmospheric Grime"", ""Drone Folk"", ""Talk Box Funk"", ""Spanish Guitar""]",141.60556464864047,0.36507936507936506,0.0,0.2901868161573106,0.3333333333333333,113.0,0.008849557522123894,0.2,0.13120507751234178
Mexican Mariachi,reverb_rt60_0.6,fixed_fusion_a0.30,0.3,5,Spanish Guitar,"[""Spanish Guitar"", ""Rai Algerian"", ""Nepali Folk"", ""Nigerian Afrobeat"", ""Mariachi Brass""]",0.5322083889143109,0.9230769230769231,0.8695652173913043,0.9999698932217816,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_0.6,fixed_fusion_a0.50,0.5,5,Mariachi Brass,"[""Mariachi Brass"", ""Spanish Guitar"", ""Nepali Folk"", ""Rai Algerian"", ""Nigerian Afrobeat""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_0.6,fixed_fusion_a0.70,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Spanish Guitar"", ""Nepali Folk"", ""Rai Algerian"", ""Nigerian Afrobeat""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_0.6,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_0.6,adaptive_fusion,0.65,5,Mariachi Brass,"[""Mariachi Brass"", ""Spanish Guitar"", ""Nepali Folk"", ""Rai Algerian"", ""Nigerian Afrobeat""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_1.0,fixed_fusion_a0.00,0.0,5,Cloud Rap Ethereal,"[""Cloud Rap Ethereal"", ""Atmospheric Grime"", ""Drone Folk"", ""Talk Box Funk"", ""Shamanic Drum""]",141.60556464864047,0.36507936507936506,0.0,0.2901868161573106,0.3333333333333333,113.0,0.0,0.0,0.0
Mexican Mariachi,reverb_rt60_1.0,fixed_fusion_a0.30,0.3,5,Spanish Guitar,"[""Spanish Guitar"", ""Nepali Folk"", ""Rai Algerian"", ""Nigerian Afrobeat"", ""Mariachi Brass""]",0.5322083889143109,0.9230769230769231,0.8695652173913043,0.9999698932217816,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_1.0,fixed_fusion_a0.50,0.5,5,Mariachi Brass,"[""Mariachi Brass"", ""Spanish Guitar"", ""Nepali Folk"", ""Rai Algerian"", ""Nigerian Afrobeat""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_1.0,fixed_fusion_a0.70,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Spanish Guitar"", ""Nepali Folk"", ""Nigerian Afrobeat"", ""Rai Algerian""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_1.0,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,reverb_rt60_1.0,adaptive_fusion,0.55,5,Mariachi Brass,"[""Mariachi Brass"", ""Spanish Guitar"", ""Nepali Folk"", ""Rai Algerian"", ""Nigerian Afrobeat""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_50,fixed_fusion_a0.00,0.0,5,Nepali Folk,"[""Nepali Folk"", ""Barbershop Quartet"", ""Cloud Rap Ethereal"", ""Dark Cabaret"", ""Primal Drum Circle""]",1.0091914128114208,0.9487179487179487,0.9130434782608695,0.9998806646563629,1.0,113.0,0.008849557522123894,1.0,0.3391602052736161
Mexican Mariachi,truncate_50,fixed_fusion_a0.30,0.3,5,Nepali Folk,"[""Nepali Folk"", ""Medieval Folk"", ""Roots Reggae"", ""Rai Algerian"", ""Mariachi Brass""]",1.0091914128114208,0.9487179487179487,0.9130434782608695,0.9998806646563629,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_50,fixed_fusion_a0.50,0.5,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Medieval Folk"", ""Roots Reggae"", ""Rai Algerian""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_50,fixed_fusion_a0.70,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Medieval Folk"", ""Spanish Guitar"", ""Roots Reggae""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_50,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_50,adaptive_fusion,0.55,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Medieval Folk"", ""Roots Reggae"", ""Rai Algerian""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_30,fixed_fusion_a0.00,0.0,5,Barbershop Quartet,"[""Barbershop Quartet"", ""Rhodes Soul"", ""Nepali Folk"", ""Hindi Pop"", ""Classic House""]",237.07730441729737,0.3684210526315789,0.043478260869565216,0.1361884412276041,0.4444444444444444,113.0,0.008849557522123894,0.3333333333333333,0.16958010263680806
Mexican Mariachi,truncate_30,fixed_fusion_a0.30,0.3,5,Nepali Folk,"[""Nepali Folk"", ""Barbershop Quartet"", ""Rai Algerian"", ""Roots Reggae"", ""Medieval Folk""]",1.0091914128114208,0.9487179487179487,0.9130434782608695,0.9998806646563629,1.0,113.0,0.035398230088495575,1.0,0.7860137352654724
Mexican Mariachi,truncate_30,fixed_fusion_a0.50,0.5,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Medieval Folk"", ""Rai Algerian"", ""Roots Reggae""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_30,fixed_fusion_a0.70,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Medieval Folk"", ""Spanish Guitar"", ""Roots Reggae""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_30,fixed_fusion_a1.00,1.0,5,Mariachi Brass,"[""Mariachi Brass"", ""Psychedelic Folk"", ""Flamenco Guitar"", ""Traditional Irish"", ""Spanish Guitar""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mexican Mariachi,truncate_30,adaptive_fusion,0.7,5,Mariachi Brass,"[""Mariachi Brass"", ""Nepali Folk"", ""Medieval Folk"", ""Spanish Guitar"", ""Roots Reggae""]",0.16523945328848355,0.9230769230769231,0.8695652173913043,0.9999961888209394,1.0,113.0,0.04424778761061947,1.0,1.0
Mathcore Dissonant Doom,awgn_20db,fixed_fusion_a0.00,0.0,5,Cosmic Jazz,"[""Cosmic Jazz"", ""Smooth Operator"", ""Emo Piano"", ""Nashville Sound"", ""Dubwise Echo""]",9.760048197430697,0.574468085106383,0.1875,0.7704867154829932,0.5,113.0,0.0,0.0,0.0
Mathcore Dissonant Doom,awgn_20db,fixed_fusion_a0.30,0.3,5,Mathcore Chaotic,"[""Mathcore Chaotic"", ""Doom/Stoner Fuzz - Heavy Riff Pass"", ""Doom/Stoner Fuzz - Precision Chug Version"", ""DoomStoner Fuzz Heavy"", ""Doom/Stoner Fuzz - Steel Edge Mix""]",227.80390906016632,0.4375,0.125,0.0005099416571822244,0.3333333333333333,113.0,0.02654867256637168,0.5,0.5147714448836774
Mathcore Dissonant Doom,awgn_20db,fixed_fusion_a0.50,0.5,5,Mathcore Chaotic,"[""Mathcore Chaotic"", ""Doom/Stoner Fuzz - Heavy Riff Pass"", ""Doom/Stoner Fuzz - Precision Chug Version"", ""DoomStoner Fuzz Heavy"", ""Doom/Stoner Fuzz - Steel Edge Mix""]",227.80390906016632,0.4375,0.125,0.0005099416571822244,0.3333333333333333,113.0,0.02654867256637168,0.5,0.5147714448836774
Mathcore Dissonant Doom,awgn_20db,fixed_fusion_a0.70,0.7,5,Doom/Stoner Fuzz - Steel Edge Mix,"[""Doom/Stoner Fuzz - Steel Edge Mix"", ""Doom/Stoner Fuzz - Palm Mute Crush"", ""Doom/Stoner Fuzz - Precision Chug Version"", ""Doom/Stoner Fuzz - Heavy Riff Pass"", ""DoomStoner Fuzz Heavy""]",1.1680779923785354,0.5813953488372093,0.1875,0.9955816850560433,0.6666666666666666,113.0,0.035398230088495575,1.0,0.8687949224876582
Mathcore Dissonant Doom,awgn_20db,fixed_fusion_a1.00,1.0,5,Doom/Stoner Fuzz - Precision Chug Version,"[""Doom/Stoner Fuzz - Precision Chug Version"", ""Doom/Stoner Fuzz - Heavy Riff Pass"", ""Doom/Stoner Fuzz - Palm Mute Crush"", ""Doom/Stoner Fuzz - Steel Edge Mix"", ""DoomStoner Fuzz Heavy""]",1.1680779923785354,0.5813953488372093,0.1875,0.9955816850560433,0.6666666666666666,113.0,0.035398230088495575,1.0,0.8687949224876582
Mathcore Dissonant Doom,awgn_20db,adaptive_fusion,0.55,5,Mathcore Chaotic,"[""Mathcore Chaotic"", ""Doom/Stoner Fuzz - Heavy Riff Pass"", ""Doom/Stoner Fuzz - Precision Chug Version"", ""DoomStoner Fuzz Heavy"", ""Doom/Stoner Fuzz - Steel Edge Mix""]",227.80390906016632,0.4375,0.125,0.0005099416571822244,0.3333333333333333,113.0,0.02654867256637168,0.5,0.5147714448836774
Mathcore Dissonant Doom,awgn_10db,fixed_fusion_a0.00,0.0,5,Cosmic Jazz,"[""Cosmic Jazz"", ""Emo Piano"", ""Southern Gothic"", ""Nashville Sound"", ""Stadium Anthem""]",9.760048197430697,0.574468085106383,0.1875,0.7704867154829932,0.5,113.0,0.0,0.0,0.0
Mathcore Dissonant Doom,awgn_10db,fixed_fusion_a0.30,0.3,5,Mathcore Chaotic,"[""Mathcore Chaotic"", ""Doom/Stoner Fuzz - Steel Edge Mix"", ""Doom/Stoner Fuzz"", ""Doom/Stoner Fuzz - Palm Mute Crush"", ""Doom/Stoner Fuzz - Precision Chug Version""]",227.80390906016632,0.4375,0.125,0.0005099416571822244,0.3333333333333333,113.0,0.035398230088495575,0.5,0.6608397947263839
Mathcore Dissonant Doom,awgn_10db,fixed_fusion_a0.50,0.5,5,Mathcore Chaotic,"[""Mathcore Chaotic"", ""Doom/Stoner Fuzz - Steel Edge Mix"", ""Doom/Stoner Fuzz"", ""Doom/Stoner Fuzz - Palm Mute Crush"", ""Doom/Stoner Fuzz - Precision Chug Version""]",227.80390906016632,0.4375,0.125,0.0005099416571822244,0.3333333333333333,113.0,0.035398230088495575,0.5,0.6608397947263839
Mathcore Dissonant Doom,awgn_10db,fixed_fusion_a0.70,0.7,5,Doom/Stoner Fuzz,"[""Doom/Stoner Fuzz"", ""Doom/Stoner Fuzz - Steel Edge Mix"", ""DoomStoner Fuzz Heavy"", ""Doom/Stoner Fuzz - Precision Chug Version"", ""Doom/Stoner Fuzz - Palm Mute Crush""]",1.1680779923785354,0.5813953488372093,0.1875,0.9955816850560433,0.6666666666666666,113.0,0.035398230088495575,1.0,0.830419897363192
Mathcore Dissonant Doom,awgn_10db,fixed_fusion_a1.00,1.0,5,Doom/Stoner Fuzz - Precision Chug Version,"[""Doom/Stoner Fuzz - Precision Chug Version"", ""Doom/Stoner Fuzz - Heavy Riff Pass"", ""Doom/Stoner Fuzz - Palm Mute Crush"", ""Doom/Stoner Fuzz - Steel Edge Mix"", ""DoomStoner Fuzz Heavy""]",1.1680779923785354,0.5813953488372093,0.1875,0.9955816850560433,0.6666666666666666,113.0,0.035398230088495575,1.0,0.8687949224876582
Mathcore Dissonant Doom,awgn_10db,adaptive_fusion,0.55,5,Mathcore Chaotic,"[""Mathcore Chaotic"", ""Doom/Stoner Fuzz - Steel Edge Mix"", ""Doom/Stoner Fuzz"", ""Doom/Stoner Fuzz - Palm Mute Crush"", ""Doom/Stoner Fuzz - Precision Chug Version""]",227.80390906016632,0.4375,0.125,0.0005099416571822244,0.3333333333333333,113.0,0.035398230088495575,0.5,0.6608397947263839
Mathcore Dissonant Doom,awgn_5db,fixed_fusion_a0.00,0.0,5,Emo Piano,"[""Emo Piano"", ""Kraftwerk Style"", ""Southern Gothic"", ""Cosmic Jazz"", ""Stadium Anthem""]",134.353532040746,0.5,0.3125,0.001009038177349212,0.3333333333333333,113.0,0.0,0.0,0.0
Mathcore Dissonant Doom,awgn_5db,fixed_fusion_a0.30,0.3,5,Mathcore Chaotic,"[""Mathcore Chaotic"", ""Doom/Stoner Fuzz - Precision Chug Version"", ""Doom/Stoner Fuzz - Heavy Riff Pass"", ""DoomStoner Fuzz Heavy"", ""Doom/Stoner Fuzz - Palm Mute Crush""]",227.80390906016632,0.4375,0.125,0.0005099416571822244,0.3333333333333333,113.0,0.02654867256637168,0.5,0.5147714448836774
Mathcore Dissonant Doom,awgn_5db,fixed_fusion_a0.50,0.5,5,Mathcore Chaotic,"[""Mathcore Chaotic"", ""Doom/Stoner Fuzz - Precision Chug Version"", ""Doom/Stoner Fuzz - Heavy Riff Pass"", ""DoomStoner Fuzz Heavy"", ""Doom/Stoner Fuzz - Palm Mute Crush""]",227.80390906016632,0.4375,0.125,0.0005099416571822244,0.3333333333333333,113.0,0.02654867256637168,0.5,0.5147714448836774
Mathcore Dissonant Doom,awgn_5db,fixed_fusion_a0.70,0.7,5,Doom/Stoner Fuzz - Heavy Riff Pass,"[""Doom/Stoner Fuzz - Heavy Riff Pass"", ""Doom/Stoner Fuzz - Palm Mute Crush"", ""Doom/Stoner Fuzz - Precision Chug Version"", ""DoomStoner Fuzz Heavy"", ""Doom/Stoner Fuzz - Steel Edge Mix""]",1.1680779923785354,0.5813953488372093,0.1875,0.9955816850560433,0.6666666666666666,113.0,0.035398230088495575,1.0,0.8539316501572937
